stage_name,map_key,level,formation_id,technique_code,technique_name,fixed_famous_count,expected_total_count_including_generic,randomly_generated_slots
雑賀衆,x0y13,6,106,23,無双,0,2.7390000000000008,27
雑賀衆,x0y13,6,106,25,鬼神,0,0.04400000000000001,27
上杉景勝軍,x16y0,6,114,1,槍撃,0,3.98,26
上杉景勝軍,x16y0,6,114,2,弓矢,0,7.74,26
上杉景勝軍,x16y0,6,114,3,遠射,0,1.9999999999999998,26
上杉景勝軍,x16y0,6,114,11,旋風,0,2.988,26
上杉景勝軍,x16y0,6,114,13,影走,2,2.0,26
上杉景勝軍,x16y0,6,114,14,号令,0,3.975577777777778,26
上杉景勝軍,x16y0,6,114,15,火矢,0,0.18199999999999997,26
上杉景勝軍,x16y0,6,114,16,焙烙,0,0.078,26
上杉景勝軍,x16y0,6,114,21,槍術,0,0.02,26
上杉景勝軍,x16y0,6,114,22,豪傑,0,0.01997777777777778,26
上杉景勝軍,x16y0,6,114,23,無双,0,0.996,26
上杉景勝軍,x16y0,6,114,24,治癒,1,1.0044444444444443,26
上杉景勝軍,x16y0,6,114,25,鬼神,0,0.016,26
上杉景勝軍,x16y0,6,114,26,騎突,1,5.0,26
前田慶次郎軍,x15y0,6,118,2,弓矢,0,10.062000000000001,29
前田慶次郎軍,x15y0,6,118,3,遠射,0,2.6,29
前田慶次郎軍,x15y0,6,118,11,旋風,0,11.205,29
前田慶次郎軍,x15y0,6,118,12,忍術,0,0.852687,29
前田慶次郎軍,x15y0,6,118,13,影走,0,0.127413,29
前田慶次郎軍,x15y0,6,118,15,火矢,0,0.23659999999999995,29
前田慶次郎軍,x15y0,6,118,16,焙烙,0,0.1014,29
前田慶次郎軍,x15y0,6,118,20,幻術,0,0.0099,29
前田慶次郎軍,x15y0,6,118,23,無双,0,3.735000000000001,29
前田慶次郎軍,x15y0,6,118,25,鬼神,1,1.06,29
前田慶次郎軍,x15y0,6,118,27,結界,0,0.01,29
一向一揆,x12y0,6,122,1,槍撃,0,2.985,27
一向一揆,x12y0,6,122,4,射撃,0,6.368000000000001,27
一向一揆,x12y0,6,122,5,狙撃,0,1.5999999999999999,27
一向一揆,x12y0,6,122,6,火遊,0,4.705852892857142,27
一向一揆,x12y0,6,122,7,火攻,0,4.705852892857142,27
一向一揆,x12y0,6,122,8,火計,0,0.19244289285714283,27
一向一揆,x12y0,6,122,9,業火,0,0.022442892857142856,27
一向一揆,x12y0,6,122,10,炎術,0,0.00012857142857142855,27
一向一揆,x12y0,6,122,11,旋風,0,2.988,27
一向一揆,x12y0,6,122,14,号令,0,1.987788888888889,27
一向一揆,x12y0,6,122,17,砲撃,0,0.032,27
一向一揆,x12y0,6,122,18,妖術,2,2.0939999999999985,27
一向一揆,x12y0,6,122,19,虚報,0,0.27917999999999993,27
一向一揆,x12y0,6,122,21,槍術,0,0.015,27
一向一揆,x12y0,6,122,22,豪傑,0,0.00998888888888889,27
一向一揆,x12y0,6,122,23,無双,0,0.996,27
一向一揆,x12y0,6,122,24,治癒,1,1.0023220793650789,27
一向一揆,x12y0,6,122,25,鬼神,0,0.016,27
柴田勝家軍,x14y1,6,125,2,弓矢,0,1.548,26
柴田勝家軍,x14y1,6,125,3,遠射,0,0.4,26
柴田勝家軍,x14y1,6,125,4,射撃,0,6.368000000000001,26
柴田勝家軍,x14y1,6,125,5,狙撃,0,1.5999999999999999,26
柴田勝家軍,x14y1,6,125,11,旋風,0,11.952,26
柴田勝家軍,x14y1,6,125,14,号令,3,3.0,26
柴田勝家軍,x14y1,6,125,15,火矢,0,0.036399999999999995,26
柴田勝家軍,x14y1,6,125,16,焙烙,0,0.0156,26
柴田勝家軍,x14y1,6,125,17,砲撃,0,0.032,26
柴田勝家軍,x14y1,6,125,22,豪傑,1,1.0,26
柴田勝家軍,x14y1,6,125,23,無双,0,3.9840000000000013,26
柴田勝家軍,x14y1,6,125,25,鬼神,0,0.06400000000000003,26
徳川家康軍,x13y13,7,126,1,槍撃,0,1.99,25
徳川家康軍,x13y13,7,126,4,射撃,0,3.184,25
徳川家康軍,x13y13,7,126,5,狙撃,0,0.8,25
徳川家康軍,x13y13,7,126,6,火遊,0,1.8823411571428568,25
徳川家康軍,x13y13,7,126,7,火攻,0,1.8823411571428568,25
徳川家康軍,x13y13,7,126,8,火計,0,0.07697715714285713,25
徳川家康軍,x13y13,7,126,9,業火,0,0.008977157142857142,25
徳川家康軍,x13y13,7,126,10,炎術,0,5.142857142857142e-05,25
徳川家康軍,x13y13,7,126,11,旋風,0,7.47,25
徳川家康軍,x13y13,7,126,12,忍術,0,3.410748,25
徳川家康軍,x13y13,7,126,13,影走,0,0.509652,25
徳川家康軍,x13y13,7,126,14,号令,3,3.9938944444444444,25
徳川家康軍,x13y13,7,126,17,砲撃,0,0.016,25
徳川家康軍,x13y13,7,126,18,妖術,1,1.0376000000000003,25
徳川家康軍,x13y13,7,126,19,虚報,0,0.11167199999999998,25
徳川家康軍,x13y13,7,126,20,幻術,0,0.0396,25
徳川家康軍,x13y13,7,126,21,槍術,0,0.01,25
徳川家康軍,x13y13,7,126,22,豪傑,1,1.0049944444444445,25
徳川家康軍,x13y13,7,126,23,無双,0,2.4900000000000007,25
徳川家康軍,x13y13,7,126,24,治癒,0,0.001151053968253968,25
徳川家康軍,x13y13,7,126,25,鬼神,0,0.04000000000000001,25
徳川家康軍,x13y13,7,126,27,結界,0,0.04,25
羽柴秀吉軍,x3y2,8,127,1,槍撃,0,4.975,23
羽柴秀吉軍,x3y2,8,127,4,射撃,0,6.368000000000001,23
羽柴秀吉軍,x3y2,8,127,5,狙撃,0,1.5999999999999999,23
羽柴秀吉軍,x3y2,8,127,10,炎術,2,2.0,23
羽柴秀吉軍,x3y2,8,127,11,旋風,0,5.976,23
羽柴秀吉軍,x3y2,8,127,12,忍術,0,1.705374,23
羽柴秀吉軍,x3y2,8,127,13,影走,0,0.254826,23
羽柴秀吉軍,x3y2,8,127,17,砲撃,0,0.032,23
羽柴秀吉軍,x3y2,8,127,20,幻術,0,0.0198,23
羽柴秀吉軍,x3y2,8,127,21,槍術,0,0.025,23
羽柴秀吉軍,x3y2,8,127,22,豪傑,2,2.0,23
羽柴秀吉軍,x3y2,8,127,23,無双,1,2.992000000000001,23
羽柴秀吉軍,x3y2,8,127,24,治癒,2,2.0,23
羽柴秀吉軍,x3y2,8,127,25,鬼神,0,0.032,23
羽柴秀吉軍,x3y2,8,127,27,結界,0,0.02,23
織田信長軍,x9y7,9,128,4,射撃,0,5.572000000000001,14
織田信長軍,x9y7,9,128,5,狙撃,0,1.4,14
織田信長軍,x9y7,9,128,10,炎術,2,2.0,14
織田信長軍,x9y7,9,128,11,旋風,0,5.229,14
織田信長軍,x9y7,9,128,14,号令,2,2.0,14
織田信長軍,x9y7,9,128,17,砲撃,0,0.028,14
織田信長軍,x9y7,9,128,20,幻術,1,1.0,14
織田信長軍,x9y7,9,128,21,槍術,1,1.0,14
織田信長軍,x9y7,9,128,22,豪傑,7,7.0,14
織田信長軍,x9y7,9,128,23,無双,1,2.7430000000000008,14
織田信長軍,x9y7,9,128,24,治癒,2,2.0,14
織田信長軍,x9y7,9,128,25,鬼神,0,0.028,14
