x,y,map_key,category_code,category_name,battle_kind,name,formation_id,formation_pool,level,elv,selectable_battle,unlock_condition,special_flag,level_rule
9,8,x9y8,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),7,25,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
10,8,x10y8,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),6,20,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
11,8,x11y8,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),5,15,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
12,8,x12y8,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),4,10,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
13,8,x13y8,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),3,5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
14,8,x14y8,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),2,0,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
15,8,x15y8,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
16,8,x16y8,6,武家屋敷,named,武田勝頼軍,110,,4,10,True,,,
0,9,x0y9,1,通常戦闘地点から除外される地形/非通常セル,excluded,,,,,,False,,,
1,9,x1y9,1,通常戦闘地点から除外される地形/非通常セル,excluded,,,,,,False,,,
2,9,x2y9,4,繁華街,named,堺衆,120,,4,10,True,,,
3,9,x3y9,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
4,9,x4y9,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),2,0,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
5,9,x5y9,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),3,5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
6,9,x6y9,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),4,10,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
7,9,x7y9,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),5,15,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
8,9,x8y9,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),5,15,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
9,9,x9y9,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),5,15,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
10,9,x10y9,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),5,15,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
11,9,x11y9,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),5,15,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
12,9,x12y9,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),4,10,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
13,9,x13y9,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),3,5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
14,9,x14y9,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),2,0,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
15,9,x15y9,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
16,9,x16y9,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
0,10,x0y10,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
1,10,x1y10,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
2,10,x2y10,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
3,10,x3y10,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
4,10,x4y10,6,武家屋敷,named,筒井順慶軍,100,,2,0,True,,,
5,10,x5y10,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),3,5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
6,10,x6y10,3,忍の里,named,伊賀百地忍軍,104,,5,15,True,,,
7,10,x7y10,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),4,10,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
8,10,x8y10,0,織田家・雑軍（通常地点）,training,修行場,24,,10,40,False,,skskbt=1,
9,10,x9y10,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),4,10,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
10,10,x10y10,6,武家屋敷,generic,武家屋敷,,12..16 (uniform via floor(random*5)+12),2,0,True,,,
11,10,x11y10,4,繁華街,generic,繁華街,,17..21 (uniform via floor(random*5)+17),3,5,True,,,
12,10,x12y10,5,兵学舎,generic,兵学舎,38,,3,5,True,,,
13,10,x13y10,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),3,5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
14,10,x14y10,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),2,0,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
15,10,x15y10,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
16,10,x16y10,4,繁華街,generic,繁華街,,17..21 (uniform via floor(random*5)+17),3,5,True,,,
0,11,x0y11,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
1,11,x1y11,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
2,11,x2y11,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
3,11,x3y11,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
4,11,x4y11,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),2,0,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
5,11,x5y11,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),3,5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
6,11,x6y11,3,忍の里,named,伊賀藤林忍軍,103,,2,0,True,,,
7,11,x7y11,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),3,5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
8,11,x8y11,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),3,5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
9,11,x9y11,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),3,5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
10,11,x10y11,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),3,5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
11,11,x11y11,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),3,5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
12,11,x12y11,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),3,5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
13,11,x13y11,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),3,5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
14,11,x14y11,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),2,0,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
15,11,x15y11,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
16,11,x16y11,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
0,12,x0y12,6,武家屋敷,generic,武家屋敷,,12..16 (uniform via floor(random*5)+12),3,5,True,,,
1,12,x1y12,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
2,12,x2y12,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
3,12,x3y12,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
4,12,x4y12,5,兵学舎,named,松永久秀軍,102,,5,15,True,,,
5,12,x5y12,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),2,0,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
6,12,x6y12,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),2,0,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
7,12,x7y12,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),2,0,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
8,12,x8y12,5,兵学舎,generic,兵学舎,38,,2,0,True,,,
9,12,x9y12,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),2,0,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
10,12,x10y12,1,通常戦闘地点から除外される地形/非通常セル,excluded,,,,,,False,,,
11,12,x11y12,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),2,0,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
12,12,x12y12,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),2,0,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
13,12,x13y12,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),2,0,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
14,12,x14y12,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),2,0,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
15,12,x15y12,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
16,12,x16y12,7,攻略目標の敵城,named,滝川一益軍,117,,4,10,True,,,
0,13,x0y13,2,鉄砲鍛造所,named,雑賀衆,106,,6,20,True,,,
1,13,x1y13,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
2,13,x2y13,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
3,13,x3y13,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
4,13,x4y13,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
5,13,x5y13,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
6,13,x6y13,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
7,13,x7y13,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
8,13,x8y13,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
9,13,x9y13,1,通常戦闘地点から除外される地形/非通常セル,excluded,,,,,,False,,,
10,13,x10y13,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
11,13,x11y13,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
12,13,x12y13,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
13,13,x13y13,7,攻略目標の敵城,named,徳川家康軍,126,,7,25,True,,,
14,13,x14y13,3,忍の里,named,服部半蔵軍,108,,4,10,True,,,
15,13,x15y13,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
16,13,x16y13,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
0,14,x0y14,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
1,14,x1y14,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
2,14,x2y14,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
3,14,x3y14,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
4,14,x4y14,4,繁華街,generic,繁華街,,17..21 (uniform via floor(random*5)+17),2,0,True,,,
5,14,x5y14,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
6,14,x6y14,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
7,14,x7y14,6,武家屋敷,generic,武家屋敷,,12..16 (uniform via floor(random*5)+12),1,-5,True,,,
8,14,x8y14,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
9,14,x9y14,1,通常戦闘地点から除外される地形/非通常セル,excluded,,,,,,False,,,
10,14,x10y14,1,通常戦闘地点から除外される地形/非通常セル,excluded,,,,,,False,,,
11,14,x11y14,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
12,14,x12y14,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
13,14,x13y14,4,繁華街,generic,繁華街,,17..21 (uniform via floor(random*5)+17),3,5,True,,,
14,14,x14y14,5,兵学舎,named,本多正信軍,109,,4,10,True,,,
15,14,x15y14,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
16,14,x16y14,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
0,15,x0y15,4,繁華街,generic,繁華街,,17..21 (uniform via floor(random*5)+17),3,5,True,,,
1,15,x1y15,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
2,15,x2y15,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
3,15,x3y15,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
4,15,x4y15,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
5,15,x5y15,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
6,15,x6y15,1,通常戦闘地点から除外される地形/非通常セル,excluded,,,,,,False,,,
7,15,x7y15,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
8,15,x8y15,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
9,15,x9y15,4,繁華街,named,九鬼水軍,101,,2,0,True,,,
10,15,x10y15,1,通常戦闘地点から除外される地形/非通常セル,excluded,,,,,,False,,,
11,15,x11y15,1,通常戦闘地点から除外される地形/非通常セル,excluded,,,,,,False,,,
12,15,x12y15,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
13,15,x13y15,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
14,15,x14y15,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
15,15,x15y15,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
16,15,x16y15,6,武家屋敷,named,北条氏政軍,111,,3,5,True,,,
0,16,x0y16,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
1,16,x1y16,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
2,16,x2y16,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
3,16,x3y16,1,通常戦闘地点から除外される地形/非通常セル,excluded,,,,,,False,,,
4,16,x4y16,1,通常戦闘地点から除外される地形/非通常セル,excluded,,,,,,False,,,
5,16,x5y16,1,通常戦闘地点から除外される地形/非通常セル,excluded,,,,,,False,,,
6,16,x6y16,1,通常戦闘地点から除外される地形/非通常セル,excluded,,,,,,False,,,
7,16,x7y16,1,通常戦闘地点から除外される地形/非通常セル,excluded,,,,,,False,,,
8,16,x8y16,1,通常戦闘地点から除外される地形/非通常セル,excluded,,,,,,False,,,
9,16,x9y16,1,通常戦闘地点から除外される地形/非通常セル,excluded,,,,,,False,,,
10,16,x10y16,1,通常戦闘地点から除外される地形/非通常セル,excluded,,,,,,False,,,
11,16,x11y16,1,通常戦闘地点から除外される地形/非通常セル,excluded,,,,,,False,,,
12,16,x12y16,1,通常戦闘地点から除外される地形/非通常セル,excluded,,,,,,False,,,
13,16,x13y16,1,通常戦闘地点から除外される地形/非通常セル,excluded,,,,,,False,,,
14,16,x14y16,1,通常戦闘地点から除外される地形/非通常セル,excluded,,,,,,False,,,
15,16,x15y16,0,織田家・雑軍（通常地点）,generic,織田家・雑軍,,1..38 (uniform via floor(random*38)+1),1,-5,True,,,"d=max(|y-7|,|x-9|); d>5=>Lv1 else Lv=7-d; x9y8 forced Lv7"
16,16,x16y16,3,忍の里,named,風魔忍軍,105,,6,20,True,,,
